Player,Jersey_Num,Class,Position,Height,Weight,Hometown,High_School,Summary,Team,Year
Jacob Grandison,3,JR,G,6-6,205,Oakland CA,Phillips Exeter Academy,4.6 Pts 3.4 Reb 1.3 Ast,Illinois,2021
Coleman Hawkins,33,FR,F,6-10,200,Sacramento CA,Prolific Prep,1.4 Pts 0.8 Reb 0.4 Ast,Illinois,2021
Jermaine Hamlin,34,SO,C,6-10,235,Lincoln IL,Lincoln (IL),1.0 Pts 0.4 Reb 0.0 Ast,Illinois,2021
Tyler Underwood,32,SR,G,6-2,180,Stillwater OK,Nacogdoches High School,0.7 Pts 0.3 Reb 0.0 Ast,Illinois,2021
Zach Griffith,4,SR,F,6-6,220,Fisher IL,Fishers HS,0.6 Pts 0.9 Reb 0.0 Ast,Illinois,2021
Brandon Lieb,12,FR,C,7-0,210,Deerfield IL,Deerfield HS,0.8 Pts 1.2 Reb 0.2 Ast,Illinois,2021
Benjamin Bosmans-Verdonk,13,SO,F,6-8,235,Lommel Belgium,KA Pegasus (Belgium),0.3 Pts 0.4 Reb 0.0 Ast,Illinois,2021
Connor Serven,2,FR,F,6-9,215,Bushnell IL,St. Rita HS,0.3 Pts 0.3 Reb 0.0 Ast,Illinois,2021
Edgar Padilla,10,FR,G,6-1,165,Carolina Puerto Rico,San Ignacio de Loyola (PR),0.0 Pts 0.0 Reb 0.0 Ast,Illinois,2021
Isaiah Ross,20,SR,G,6-4,200,Davenport IA,Hillcrest School,18.4 Pts 3.9 Reb 1.4 Ast,Iona,2021
Asante Gist,2,SR,G,5-11,185,East Orange NJ,St. Anthony High School,13.4 Pts 2.0 Reb 3.6 Ast,Iona,2021
Nelly Junior Joseph,23,FR,F,6-9,230,Benin City Benin,NBA Academy Africa,11.1 Pts 7.5 Reb 1.3 Ast,Iona,2021
Berrick JeanLouis,0,SO,F,6-5,195,Lehigh Acres FL,Canterbury School,8.1 Pts 5.4 Reb 1.7 Ast,Iona,2021
Dylan Van Eyck,24,SR,F,6-9,210,Boskoop Netherlands,Combine Academy (GA),7.1 Pts 6.3 Reb 2.3 Ast,Iona,2021
Ryan Myers,3,FR,G,6-1,180,Brooklyn NY,Christ the King (NY),6.0 Pts 1.6 Reb 1.1 Ast,Iona,2021
Tahlik Chavez,13,SO,G,6-2,160,Arlington TX,Lake Ridge (TX),3.2 Pts 1.2 Reb 0.8 Ast,Iona,2021
Dwayne Koroma,11,FR,F,6-8,205,Berlin Germany,Berlin Tigers (Germany); Bishop Walsh (MD),2.7 Pts 3.4 Reb 1.1 Ast,Iona,2021
Osborn Shema,55,SO,F,7-1,200,Kanombe Rwanda,Glove Prep Christian (FL),3.1 Pts 3.6 Reb 0.5 Ast,Iona,2021
Omar Rowe,13,FR,G,6-6,185,Queens NY,TaylorMade Academy,0.7 Pts 0.6 Reb 0.1 Ast,Iona,2021
Parker Weiss,4,SO,G,6-3,175,Naples FL,Community School of Naples,0.5 Pts 0.1 Reb 0.0 Ast,Iona,2021
Robert Brown,10,JR,F,6-9,235,Dallas TX,Advanced Preparatory International,1.0 Pts 0.8 Reb 0.5 Ast,Iona,2021
Colton Cashaw,1,SR,G,6-1,185,Charlotte NC,Northside Christian (NC),0.5 Pts 0.4 Reb 0.5 Ast,Iona,2021
Johan Crafoord,15,FR,F,6-9,230,Stockholm Sweden,Glove Prep Christian Academy,0.7 Pts 0.3 Reb 0.3 Ast,Iona,2021
James Carey,44,SO,G,5-11,160,Pelham NY,Pelham Memorial (NY),0.5 Pts 0.0 Reb 0.0 Ast,Iona,2021
Trey James,50,FR,F,6-10,240,Inez KY,Martin County HS,0.5 Pts 1.0 Reb 0.0 Ast,Iona,2021
Jordan Brooks,23,FR,F,6-4,190,Grayson KY,Bosco Institute (IN),0.0 Pts 0.0 Reb 0.0 Ast,Iona,2021
Luka Garza,55,SR,F,6-11,265,Washington DC,Maret High School,24.1 Pts 8.7 Reb 1.7 Ast,Iowa,2021
Joe Wieskamp,10,JR,G,6-6,212,Muscatine IA,Muscatine HS,14.8 Pts 6.6 Reb 1.7 Ast,Iowa,2021
Jordan Bohannon,3,SR,G,6-1,175,Marion IA,Linn-Mar High School,10.6 Pts 3.1 Reb 4.4 Ast,Iowa,2021
Keegan Murray,15,FR,F,6-8,215,Cedar Rapids IA,DME Sports Academy,7.2 Pts 5.1 Reb 0.5 Ast,Iowa,2021
CJ Fredrick,5,SO,G,6-3,195,Cincinnati OH,Covington HS,7.5 Pts 1.1 Reb 1.9 Ast,Iowa,2021
Patrick McCaffery,22,FR,F,6-9,200,Iowa City IA,Iowa City West (IA),5.2 Pts 2.7 Reb 0.9 Ast,Iowa,2021
Jack Nunge,24,SO,F,6-11,245,Newburgh IN,Castle High School,7.1 Pts 5.3 Reb 1.3 Ast,Iowa,2021
Joe Toussaint,2,SO,G,6-0,190,Bronx NY,Cardinal Hayes (NY),3.7 Pts 1.2 Reb 2.4 Ast,Iowa,2021
Connor McCaffery,30,JR,G,6-5,205,Iowa City IA,West High School,3.3 Pts 3.1 Reb 3.6 Ast,Iowa,2021
Tony Perkins,11,FR,G,6-4,210,Indianapolis IN,Lawrence North HS,1.6 Pts 1.3 Reb 0.7 Ast,Iowa,2021
Ahron Ulis,4,FR,G,6-3,190,Chicago IL,Marian Catholic HS,1.6 Pts 0.9 Reb 1.2 Ast,Iowa,2021
Austin Ash,13,JR,G,6-3,179,Cedar Rapids IA,Mount Vernon HS,1.7 Pts 0.4 Reb 0.2 Ast,Iowa,2021
Kris Murray,24,FR,F,6-8,215,Cedar Rapids IA,DME Sports Academy,0.6 Pts 0.6 Reb 0.1 Ast,Iowa,2021
Josh Ogundele,23,FR,F,6-10,285,London United Kingdom,Worcester Academy,0.9 Pts 1.0 Reb 0.0 Ast,Iowa,2021
Michael Baer,24,SR,F,6-7,215,Bettendorf IA,Bettendorf HS,0.3 Pts 0.3 Reb 0.0 Ast,Iowa,2021
Nicolas Hobbs,24,SR,G,6-2,200,Chicago IL,Fenwick HS,0.0 Pts 0.0 Reb 0.0 Ast,Iowa,2021
Ochai Agbaji,30,JR,G,6-5,210,Kansas City MO,Oak Park HS,14.1 Pts 3.7 Reb 1.9 Ast,Kansas,2021
David McCormack,33,JR,F,6-10,265,Norfolk VA,Oak Hill Academy,13.4 Pts 6.1 Reb 1.1 Ast,Kansas,2021
Jalen Wilson,10,FR,F,6-8,215,Denton TX,John H. Guyer HS,11.8 Pts 7.9 Reb 2.0 Ast,Kansas,2021
Marcus Garrett,0,SR,G,6-5,195,Dallas TX,Skyline High School,11.0 Pts 4.6 Reb 3.7 Ast,Kansas,2021
Christian Braun,2,SO,G,6-6,205,Overland Park KS,Blue Valley Northwest HS,9.7 Pts 5.2 Reb 1.9 Ast,Kansas,2021
Mitch Lightfoot,44,SR,F,6-8,225,Gilbert AZ,Ironwood Ridge High School,3.4 Pts 2.5 Reb 0.1 Ast,Kansas,2021
Bryce Thompson,1,FR,G,6-5,188,Tulsa OK,Booker T. Washington HS,4.6 Pts 1.5 Reb 1.1 Ast,Kansas,2021
Tristan Enaruna,23,SO,G,6-8,200,Almere Netherlands,Wasatch Academy (UT),2.8 Pts 1.6 Reb 0.3 Ast,Kansas,2021
Dajuan Harris,3,FR,G,6-1,160,Columbia MO,Rock Bridge HS,2.4 Pts 1.1 Reb 2.2 Ast,Kansas,2021
Tyon Grant-Foster,13,JR,G,6-7,210,Kansas City KS,Schlagle (KS),3.1 Pts 2.2 Reb 0.2 Ast,Kansas,2021
Latrell Jossell,10,FR,G,5-11,155,Chicago IL,Keller Central HS,1.3 Pts 0.2 Reb 0.1 Ast,Kansas,2021
Chris Teahan,12,SR,G,6-4,195,Leawood KS,Rockhurst High School,0.9 Pts 0.7 Reb 0.1 Ast,Kansas,2021
Gethro Muscadin,35,FR,F,6-10,220,Gonaives Haiti,Aspire Academy,0.2 Pts 0.8 Reb 0.0 Ast,Kansas,2021
Michael Jankovich,20,SO,G,6-5,185,Dallas TX,Northfield Mount Hermon School (MA),0.0 Pts 0.0 Reb 0.0 Ast,Kansas,2021
Cameron Thomas,24,FR,G,6-4,210,Chesapeake VA,Oak Hill Academy,23.0 Pts 3.4 Reb 1.4 Ast,LSU,2021
Trendon Watford,2,SO,F,6-9,240,Birmingham AL,Mountain Brook HS,16.3 Pts 7.4 Reb 2.9 Ast,LSU,2021
Javonte Smart,1,JR,G,6-4,205,Baton Rouge LA,Scotlandville Magnet HS,16.0 Pts 3.7 Reb 4.0 Ast,LSU,2021
Darius Days,4,JR,F,6-7,245,Raleigh FL,IMG Academy,11.6 Pts 7.8 Reb 0.6 Ast,LSU,2021
Aundre Hyatt,5,JR,F,6-6,225,Bronx NY,Miller School,4.2 Pts 3.1 Reb 0.5 Ast,LSU,2021
Mwani Wilkinson,5,FR,F,6-5,215,Las Vegas NV,Bishop Gorman HS,3.6 Pts 2.7 Reb 0.6 Ast,LSU,2021
Josh LeBlanc,23,JR,F,6-7,230,Baton Rouge LA,Madison Prep Academy,3.2 Pts 4.4 Reb 0.6 Ast,LSU,2021
Eric Gaines,2,FR,G,6-2,155,Lithonia GA,Lithonia HS,2.5 Pts 1.4 Reb 1.2 Ast,LSU,2021
Jalen Cook,3,FR,G,6-0,205,Walker LA,Walker HS,3.1 Pts 0.8 Reb 0.8 Ast,LSU,2021
Shareef O'Neal,24,SO,F,6-10,225,Los Angeles CA,Crossroads School,2.8 Pts 4.4 Reb 0.0 Ast,LSU,2021
Charles Manning,21,SR,G,6-5,205,Riverhead NY,Combine Academy,4.2 Pts 3.0 Reb 0.8 Ast,LSU,2021
Josh Gray,33,FR,C,6-11,255,Brooklyn NY,Putnam Science Academy,0.8 Pts 1.2 Reb 0.0 Ast,LSU,2021
Bryan Penn-Johnson,22,JR,C,7-0,260,Long Beach CA,Wasatch Academy,0.4 Pts 0.6 Reb 0.2 Ast,LSU,2021
Parker Edwards,30,SO,G,6-2,185,Mandeville LA,St. Paul's HS,0.0 Pts 0.8 Reb 0.0 Ast,LSU,2021
Brandon Egemo,10,FR,G,6-0,175,Los Angeles CA,University HS,0.0 Pts 0.0 Reb 0.0 Ast,LSU,2021
Darius McGhee,2,JR,G,5-9,160,Roxboro NC,Blue Ridge School,15.5 Pts 4.4 Reb 2.1 Ast,Liberty,2021
Chris Parker,1,SR,G,6-1,160,Plano TX,Plano East (TX),10.3 Pts 2.1 Reb 3.4 Ast,Liberty,2021
Elijah Cuffee,10,SR,F,6-4,185,Poca WV,Poca High School,9.9 Pts 3.4 Reb 1.8 Ast,Liberty,2021
Blake Preston,32,JR,F,6-9,220,Charlotte NC,Charlotte Christian School,9.0 Pts 6.4 Reb 1.3 Ast,Liberty,2021
Kyle Rode,22,SO,F,6-7,195,Lexington KY,Lexington Christian Academy,7.4 Pts 4.1 Reb 2.9 Ast,Liberty,2021
Keegan McDowell,20,JR,F,6-6,180,Cincinnati OH,Moeller High School,6.8 Pts 2.9 Reb 1.3 Ast,Liberty,2021
Shiloh Robinson,33,SO,F,6-7,195,Kearney NE,Kearney HS,4.1 Pts 3.6 Reb 0.3 Ast,Liberty,2021
Drake Dobbs,0,FR,G,6-2,180,Eden Prairie MN,Eden Prairie HS,3.9 Pts 1.1 Reb 1.3 Ast,Liberty,2021
Micaiah Abii,24,FR,F,6-7,185,Frisco TX,Liberty HS,4.3 Pts 1.5 Reb 0.7 Ast,Liberty,2021
Jonathan Jackson,11,FR,G,6-4,170,Overland Park KS,Blue Valley HS,3.1 Pts 0.8 Reb 0.3 Ast,Liberty,2021
Josh Price,25,JR,G,6-3,165,Charlotte NC,Carmel Christian School,2.1 Pts 0.4 Reb 0.3 Ast,Liberty,2021
Isiah Warfield,3,FR,G,6-4,165,Sewickley PA,Central Valley HS,1.1 Pts 0.6 Reb 0.3 Ast,Liberty,2021
Marten Maide,5,FR,G,6-5,161,Charlotte NC,Carmel Christian School,1.7 Pts 0.6 Reb 0.3 Ast,Liberty,2021
Luke McKay,21,SR,G,6-2,,Lynchburg VA,Liberty Christian (VA),0.7 Pts 0.2 Reb 0.1 Ast,Liberty,2021
Tytist Dean,4,JR,G,6-0,180,St. Paul MN,North St. Paul HS,0.5 Pts 0.8 Reb 0.3 Ast,Liberty,2021
Colton Reed,15,JR,G,6-3,175,Wake Forest NC,Heritage (NC),0.3 Pts 0.4 Reb 0.1 Ast,Liberty,2021
Cameron Krutwig,25,SR,C,6-9,255,Algonquin IL,Harry D. Jacobs High School,15.0 Pts 7.0 Reb 3.0 Ast,Loyola Chicago,2021
Lucas Williamson,1,SR,G,6-4,205,Chicago IL,Whitney Young High School,8.8 Pts 3.9 Reb 2.1 Ast,Loyola Chicago,2021
Braden Norris,4,SO,G,6-0,180,Hilliard OH,Hilliard Bradley HS,8.5 Pts 2.9 Reb 3.2 Ast,Loyola Chicago,2021
Keith Clemons,5,SR,G,6-1,180,Norcross GA,Vincennes HS,7.5 Pts 1.5 Reb 1.5 Ast,Loyola Chicago,2021
Aher Uguak,30,SR,F,6-7,225,Edmonton Canada,Harry Ainlay Composite High School,7.3 Pts 3.9 Reb 1.2 Ast,Loyola Chicago,2021
Tate Hall,24,SR,G,6-6,220,Greenfield IN,Greenfield-Central (IN),6.5 Pts 3.3 Reb 1.8 Ast,Loyola Chicago,2021
Marquise Kennedy,12,SO,G,6-1,175,Chicago IL,Brother Rice HS,7.2 Pts 3.6 Reb 1.4 Ast,Loyola Chicago,2021
Tom Welch,10,SO,F,6-8,220,Naperville IL,Naperville North HS,4.9 Pts 1.9 Reb 0.6 Ast,Loyola Chicago,2021
Baylor Hebb,5,FR,G,6-2,170,Colleyville TX,Heritage HS,3.7 Pts 0.9 Reb 0.5 Ast,Loyola Chicago,2021
Jacob Hutson,22,FR,C,6-10,240,Edina MN,Edina HS,3.2 Pts 1.2 Reb 0.3 Ast,Loyola Chicago,2021
Cooper Kaifes,23,SO,G,6-3,195,Shawnee KS,Mill Valley HS,2.0 Pts 1.1 Reb 0.6 Ast,Loyola Chicago,2021
Paxson Wojcik,32,SO,G,6-4,185,Charleston SC,La Lumiere School,2.5 Pts 0.9 Reb 0.4 Ast,Loyola Chicago,2021
Damezi Anderson,35,JR,F,6-7,225,South Bend IN,Riley HS,1.3 Pts 0.0 Reb 0.8 Ast,Loyola Chicago,2021
Sami Ismail,31,JR,G,6-1,182,Orland Park IL,Carl Sandburg HS,1.7 Pts 0.7 Reb 0.0 Ast,Loyola Chicago,2021
Jake Baughman,2,SR,G,6-3,180,Bloomington IL,Central Catholic High School,0.3 Pts 0.1 Reb 0.0 Ast,Loyola Chicago,2021
Will Alcock,45,JR,F,6-7,205,Zionsville IN,Zionsville Community HS,0.0 Pts 1.0 Reb 0.2 Ast,Loyola Chicago,2021
Aaron Wiggins,2,JR,G,6-6,200,Greensboro NC,Wesleyan Christian Academy,14.5 Pts 5.8 Reb 2.5 Ast,Maryland,2021
Eric Ayala,5,JR,G,6-5,195,Wilmington DE,IMG Academy,15.1 Pts 4.3 Reb 2.2 Ast,Maryland,2021
Donta Scott,24,SO,F,6-7,225,Philadelphia PA,Imhotep Charter,11.0 Pts 5.9 Reb 2.0 Ast,Maryland,2021
Darryl Morsell,32,SR,G,6-5,200,Baltimore MD,Mount Saint Joseph College,9.0 Pts 4.0 Reb 2.8 Ast,Maryland,2021
Hakim Hart,13,SO,G,6-6,200,Philadelphia PA,Roman Catholic HS,7.1 Pts 3.5 Reb 1.9 Ast,Maryland,2021
Jairus Hamilton,3,JR,F,6-8,234,Charlotte NC,Cannon School,6.5 Pts 2.4 Reb 0.7 Ast,Maryland,2021
Galin Smith,30,SR,F,6-9,240,Clinton MS,Clinton High School,3.7 Pts 2.3 Reb 0.4 Ast,Maryland,2021
Aquan Smart,10,FR,G,6-3,200,Evanston IL,Niles North HS,1.4 Pts 0.9 Reb 0.6 Ast,Maryland,2021
Chol Marial,11,SO,C,7-2,230,Rumbek South Sudan,AZ Compass Prep (AZ),1.6 Pts 1.1 Reb 0.1 Ast,Maryland,2021
Marcus Dockery,0,FR,G,6-2,170,Washington DC,Brewster Academy HS,1.4 Pts 0.3 Reb 0.1 Ast,Maryland,2021
James Graham,1,FR,F,6-8,205,Milwaukee WI,Nicolet HS,1.3 Pts 1.3 Reb 0.1 Ast,Maryland,2021
Reese Mona,12,SR,G,6-2,180,La Plata MD,St. John's College High School,0.4 Pts 0.6 Reb 0.6 Ast,Maryland,2021
Jade Brahmbhatt,22,SO,G,6-0,165,Olney MD,Bethesda Chevy Chase HS,3.0 Pts 0.0 Reb 0.0 Ast,Maryland,2021
Arnaud Revaz,31,FR,F,6-10,220,Sion Switzerland,Bourg-en-Bresse (France),0.6 Pts 1.2 Reb 0.2 Ast,Maryland,2021
Aidan McCool,14,FR,G,6-3,155,Charleston SC,Bishop England HS,1.0 Pts 0.0 Reb 0.5 Ast,Maryland,2021
Hunter Dickinson,1,FR,C,7-1,255,Alexandria VA,DeMatha Catholic HS,14.1 Pts 7.4 Reb 0.9 Ast,Michigan,2021
Franz Wagner,21,SO,G,6-9,220,Berlin Germany,Alba Berlin (Germany),12.5 Pts 6.5 Reb 3.0 Ast,Michigan,2021
Isaiah Livers,2,SR,F,6-7,230,Kalamazoo MI,Kalamazoo Central High School,13.1 Pts 6.0 Reb 2.0 Ast,Michigan,2021
Eli Brooks,55,SR,G,6-1,185,Spring Grove PA,Spring Grove High School,9.5 Pts 3.1 Reb 3.1 Ast,Michigan,2021
Mike Smith,12,SR,G,5-11,185,Burr Ridge IL,Fenwick High School,9.0 Pts 2.8 Reb 5.3 Ast,Michigan,2021
Chaundee Brown,15,SR,G,6-5,215,Orlando FL,Dr. Phillips High School,8.0 Pts 3.1 Reb 0.6 Ast,Michigan,2021
Brandon Johns,23,JR,F,6-8,240,East Lansing MI,East Lansing HS,4.9 Pts 2.3 Reb 0.5 Ast,Michigan,2021
Austin Davis,51,SR,F,6-10,250,Onsted MI,Onsted High School,5.4 Pts 2.8 Reb 0.3 Ast,Michigan,2021
Terrance Williams,5,FR,F,6-7,240,Clinton MD,Gonzaga College HS,1.9 Pts 2.2 Reb 0.4 Ast,Michigan,2021
Zeb Jackson,3,FR,G,6-5,180,Toledo OH,Maumee Valley (OH),1.0 Pts 0.8 Reb 0.4 Ast,Michigan,2021
Jace Howard,25,FR,G,6-7,210,Miami FL,University School,1.1 Pts 0.4 Reb 0.0 Ast,Michigan,2021
Adrien Nunez,0,JR,G,6-6,210,Brooklyn NY,St. Thomas More Prep,0.6 Pts 0.4 Reb 0.0 Ast,Michigan,2021
Jaron Faulds,44,SR,F,6-10,240,Holt MI,Holt High School,0.4 Pts 0.5 Reb 0.1 Ast,Michigan,2021
C.J. Baird,24,SR,F,6-5,225,Novi MI,Detroit Catholic Central High School,0.5 Pts 0.0 Reb 0.3 Ast,Michigan,2021
Rico Ozuna-Harrison,14,SR,G,5-11,175,Detroit MI,Cass Technical High School,0.0 Pts 0.0 Reb 0.0 Ast,Michigan,2021
Brandon Wade,4,SO,G,6-1,185,Ann Arbor MI,Skyline HS,0.0 Pts 0.3 Reb 0.0 Ast,Michigan,2021
Luke Wilson,32,SR,G,6-0,175,Boulder CO,Boulder High School,0.0 Pts 0.0 Reb 0.5 Ast,Michigan,2021
Aaron Henry,0,JR,F,6-6,210,Indianapolis IN,Ben Davis HS,15.4 Pts 5.6 Reb 3.6 Ast,Michigan St. ,2021
Joey Hauser,10,SO,F,6-9,220,Stevens Point WI,Stevens Point (WI),9.7 Pts 5.6 Reb 1.4 Ast,Michigan St. ,2021
Joshua Langford,1,SR,G,6-5,200,Huntsville AL,Madison Academy,9.7 Pts 3.6 Reb 1.8 Ast,Michigan St. ,2021
Rocket Watts,2,SO,G,6-2,185,Detroit MI,Spire Academy,7.7 Pts 1.7 Reb 2.7 Ast,Michigan St. ,2021
Gabe Brown,44,JR,F,6-7,210,Ypsilanti MI,Belleville HS,7.2 Pts 2.7 Reb 0.5 Ast,Michigan St. ,2021
Malik Hall,25,SO,F,6-7,215,Aurora IL,Sunrise Christian Academy,5.0 Pts 4.2 Reb 1.3 Ast,Michigan St. ,2021
Julius Marble,34,SO,F,6-8,225,Dallas TX,Dallas Jesuit (TX),4.0 Pts 2.1 Reb 0.1 Ast,Michigan St. ,2021
Marcus Bingham,30,JR,F,6-11,225,Grand Rapids MI,Catholic Central HS,3.5 Pts 3.2 Reb 0.3 Ast,Michigan St. ,2021
Foster Loyer,0,JR,G,6-0,175,Clarkston MI,Clarkston HS,4.2 Pts 1.6 Reb 2.3 Ast,Michigan St. ,2021
A.J. Hoggard,11,FR,G,6-3,220,Coatesville PA,Huntington Prep HS,2.5 Pts 1.9 Reb 2.0 Ast,Michigan St. ,2021
Thomas Kithier,0,JR,F,6-8,230,Macomb MI,Dakota (MI); Clarkston (MI) [DNP],2.4 Pts 2.5 Reb 0.7 Ast,Michigan St. ,2021
Mady Sissoko,22,FR,C,6-9,235,Bafoulabe Mali,Wasatch Academy,1.1 Pts 1.8 Reb 0.0 Ast,Michigan St. ,2021
Jack Hoiberg,10,JR,G,5-11,175,Burr Ridge IL,Hinsdale Central HS,0.5 Pts 0.2 Reb 0.4 Ast,Michigan St. ,2021
Steven Izzo,13,SO,G,5-8,150,East Lansing MI,Lansing Catholic (MI),0.0 Pts 0.1 Reb 0.1 Ast,Michigan St. ,2021
Davis Smith,14,FR,G,6-1,185,Atlanta GA,Westminster HS,0.0 Pts 0.0 Reb 0.1 Ast,Michigan St. ,2021
Dru Smith,12,SR,G,6-3,203,Evansville IN,Reitz High School,14.3 Pts 3.5 Reb 3.8 Ast,Missouri ,2021
Xavier Pinson,1,JR,G,6-2,170,Chicago IL,Simeon Academy,13.6 Pts 2.7 Reb 2.9 Ast,Missouri ,2021
Jeremiah Tilmon,23,SR,F,6-10,260,East St. Louis IL,La Lumiere School,12.4 Pts 7.3 Reb 0.9 Ast,Missouri ,2021
Mark Smith,13,SR,G,6-5,220,Edwardsville IL,Edwardsville High School,9.7 Pts 3.2 Reb 1.0 Ast,Missouri ,2021
Kobe Brown,24,SO,F,6-7,240,Huntsville AL,Lee HS,8.0 Pts 6.2 Reb 0.8 Ast,Missouri ,2021
Javon Pickett,4,JR,G,6-5,220,Belleville IL,Bellevil East HS,6.2 Pts 2.3 Reb 0.8 Ast,Missouri ,2021
Mitchell Smith,5,SR,F,6-10,221,Van Buren AR,Van Buren High School,4.5 Pts 5.0 Reb 0.7 Ast,Missouri ,2021
Parker Braun,23,SO,F,6-8,217,Overland Park KS,Blue Valley Northwest HS,2.8 Pts 1.5 Reb 0.4 Ast,Missouri ,2021
Drew Buggs,11,SR,G,6-3,195,Long Beach CA,Long Beach Polytechnic High School,1.8 Pts 1.2 Reb 1.9 Ast,Missouri ,2021
Torrence Watson,5,JR,G,6-5,205,St. Albert MO,Whitfield School,1.8 Pts 0.6 Reb 0.1 Ast,Missouri ,2021
Jordan Wilmore,32,FR,F,7-3,245,Laurel MD,Skills Factory Prep,0.8 Pts 1.2 Reb 0.2 Ast,Missouri ,2021
Johni Broome,4,FR,F,6-10,235,Plant City FL,Tampa Catholic (FL),13.8 Pts 9.0 Reb 0.7 Ast,Morehead St. ,2021
DeVon Cooper,1,JR,G,6-4,201,Louisville KY,Waggener (KY),12.5 Pts 4.9 Reb 2.4 Ast,Morehead St. ,2021
Skyelar Potter,5,JR,G,6-3,198,Bowling Green KY,Central HS,12.0 Pts 5.8 Reb 1.1 Ast,Morehead St. ,2021
Ta'Lon Cooper,55,SO,G,6-4,190,Spartanburg SC,Dorman (SC),8.2 Pts 2.1 Reb 3.6 Ast,Morehead St. ,2021
James Baker,3,SR,F,6-6,205,Brandenburg KY,Meade County High School,7.7 Pts 4.4 Reb 0.9 Ast,Morehead St. ,2021
KJ Hunt,2,JR,G,6-3,170,Little Rock AR,Bryant (AR),6.9 Pts 2.2 Reb 3.1 Ast,Morehead St. ,2021
LJ Bryan,22,JR,F,6-9,235,Cheltenham MD,St. John's (DC),2.7 Pts 2.6 Reb 0.1 Ast,Morehead St. ,2021
Julius Dixon,13,SO,F,6-7,202,Fayetteville TN,Fayetteville HS,3.6 Pts 1.5 Reb 0.0 Ast,Morehead St. ,2021
Jaylen Sebree,2,JR,F,6-7,200,Hopkinsville KY,Christian County HS,2.4 Pts 1.8 Reb 0.6 Ast,Morehead St. ,2021
Jaden Stanley-Williams,13,JR,F,6-7,215,Great Falls MT,Discovery (GA),1.0 Pts 0.6 Reb 0.1 Ast,Morehead St. ,2021
Marcus Garrett,10,JR,G,6-1,201,Country Club Hills IL,Hillcrest (IL),1.4 Pts 1.9 Reb 0.8 Ast,Morehead St. ,2021
Drew Thelwell,3,FR,G,6-3,185,Orlando FL,The Master's Academy,0.9 Pts 0.5 Reb 0.3 Ast,Morehead St. ,2021
Jacob Rice,20,SO,G,5-11,180,Paintsville KY,Johnson Central (KY),0.3 Pts 0.2 Reb 0.1 Ast,Morehead St. ,2021
Damian Chong Qui,2,JR,G,5-8,155,Baltimore MD,McDonogh HS,15.1 Pts 4.2 Reb 5.3 Ast,Mount St. Mary's,2021
Nana Opoku,22,JR,F,6-9,210,Woodbridge VA,Potomac HS,10.2 Pts 7.0 Reb 1.3 Ast,Mount St. Mary's,2021
Mezie Offurum,13,JR,F,6-8,230,Germantown MD,Georgetown Prep,9.4 Pts 6.2 Reb 2.0 Ast,Mount St. Mary's,2021
Malik Jefferson,42,JR,F,6-9,230,Hopewell VA,Hopewell HS,8.0 Pts 7.8 Reb 0.3 Ast,Mount St. Mary's,2021
Josh Reaves,23,FR,G,6-4,205,Hamden CT,South Kent School,7.0 Pts 2.5 Reb 0.9 Ast,Mount St. Mary's,2021
Deandre Thomas,4,JR,G,6-5,205,Inglewood CA,Millwood School,8.3 Pts 2.9 Reb 1.1 Ast,Mount St. Mary's,2021
Jalen Gibbs,22,SR,G,6-3,180,Waldorf MD,North Point High School,16.5 Pts 4.8 Reb 1.8 Ast,Mount St. Mary's,2021
Frantisek Barton,24,FR,F,6-7,210,Brno Czechia,Get Better Academy,2.5 Pts 1.8 Reb 0.1 Ast,Mount St. Mary's,2021
Dakota Leffew,1,FR,G,6-5,185,Hampton GA,Jonesboro HS,4.5 Pts 1.9 Reb 0.8 Ast,Mount St. Mary's,2021
Jalen Jefferson,34,JR,F,6-7,200,Hopewell VA,Hopewell HS,0.9 Pts 1.3 Reb 0.0 Ast,Mount St. Mary's,2021
Naim Miller,3,SO,G,6-4,205,Pittsburgh PA,Allderdice (PA),0.5 Pts 0.6 Reb 0.2 Ast,Mount St. Mary's,2021
Odri Dedolli,12,SR,G,6-4,185,Tirana Albania,Montverde Academy,0.0 Pts 0.2 Reb 0.0 Ast,Mount St. Mary's,2021
Quinton Mincey,13,,F,6-6,180,Greenbelt MD,Roosevelt HS,0.0 Pts 0.0 Reb 0.3 Ast,Mount St. Mary's,2021
Winston Moore,35,,G,6-5,205,Frederick MD,St. John's Prep,0.0 Pts 0.0 Reb 0.0 Ast,Mount St. Mary's,2021
Collin Nnamene,21,JR,F,6-9,210,Enugu State Nigeria,St. Albans HS,0.0 Pts 1.0 Reb 0.0 Ast,Mount St. Mary's,2021
DeVante Carter,14,SO,G,6-3,200,Newport News VA,Montverde Academy,14.9 Pts 5.1 Reb 4.0 Ast,Norfolk St. ,2021
Joe Bryant,4,JR,G,6-1,215,Norfolk VA,Lake Taylor HS,11.1 Pts 4.2 Reb 1.9 Ast,Norfolk St. ,2021
Jalen Hawkins,3,SO,G,6-2,185,Utica NY,Proctor Academy (NH),10.1 Pts 2.7 Reb 1.1 Ast,Norfolk St. ,2021
J.J. Matthews,15,SR,F,6-9,250,Richmond VA,Millwood School (VA),8.3 Pts 4.8 Reb 0.4 Ast,Norfolk St. ,2021
